"Download Date","Awarding Office","FAIN","Award Number","Recipient Name","Action Date (Date Terminated)","Total Amount Obligated","Total Amount Expended","Total Payment Amount (As of Termination)","Unliquidated Obligations (As of Termination)","Award Title","Presidential Action","For Cause (Put X if applicable)","Organization City","Organization State","Organization Country","PI Names","Funding Institutes","Project Terms"
"2025-04-24","CDC","NU50CK000509","19NU50CK000509CV","Ak St Dhss","2025-03-24","$860,605.00","$654,566.32","654566.32","$206,038.68","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000509","19NU50CK000509EDEXC5","Ak St Dhss","2025-03-24","$42,106,547.00","$33,264,122.03","33264122.03","$8,842,424.97","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000512","19NU50CK000512C4","Sd St Department Of Health","2025-03-24","$57,932,604.00","$49,882,661.00","49882661","$8,049,943.00","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000512","19NU50CK000512EDEXC5","Sd St Department Of Health","2025-03-24","$50,919,542.00","$31,737,311.47","31737311.47","$19,182,230.53","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000513","19NU50CK000513C4","Federated States Of Micronesia, Office Of Health S...","2025-03-24","$4,439,135.00","$2,980,812.21","2980812.21","$1,458,322.79","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000513","19NU50CK000513EDEXC5","Federated States Of Micronesia, Office Of Health S...","2025-03-24","$5,893,978.00","$2,840,459.26","2840459.26","$3,053,518.74","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000514","19NU50CK000514C4","Health, North Dakota Department Of","2025-03-24","$52,621,819.00","$25,650,358.00","25650358","$26,971,461.00","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000514","19NU50CK000514CV","Health, North Dakota Department Of","2025-03-24","$904,829.00","$623,382.00","623382","$281,447.00","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000514","19NU50CK000514EDEXC5","Health, North Dakota Department Of","2025-03-24","$43,863,056.00","$13,731,824.00","13731824","$30,131,232.00","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000520","19NU50CK000520EDEXC5","Vermont Agency Of Human Services","2025-03-24","$35,915,798.00","$35,376,294.00","35376294","$539,504.00","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000522","19NU50CK000522C4","Nh St Department Of Health & Human Services","2025-03-24","$61,056,792.00","$47,854,807.40","47854807.4","$13,201,984.60","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000522","19NU50CK000522EDEXC5","Nh St Department Of Health & Human Services","2025-03-24","$78,262,766.00","$40,544,078.38","40544078.38","$37,718,687.62","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000522","19NU50CK000522JKOWC3","Nh St Department Of Health & Human Services","2025-03-24","$410,480.00","$263,057.70","263057.7","$147,422.30","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000526","19NU50CK000526C4","Departamento De Salud Oficial","2025-03-24","$68,654,541.00","$54,520,098.80","54520098.8","$14,134,442.20","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000526","19NU50CK000526CV","Departamento De Salud Oficial","2025-03-24","$744,267.00","$478,752.47","478752.47","$265,514.53","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000526","19NU50CK000526EDEXC5","Departamento De Salud Oficial","2025-03-24","$183,823,862.00","$176,338,674.41","176338674.41","$7,485,187.59","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000528","19NU50CK000528EDEXC5","Tn St Department Of Health","2025-03-24","$393,076,212.00","$214,241,373.37","214241373.37","$178,834,838.63","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000529","19NU50CK000529C3","State Of Georgia Department Of Public Health","2025-03-24","$16,747,206.00","$12,633,460.61","12633460.61","$4,113,745.39","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000529","19NU50CK000529CV","State Of Georgia Department Of Public Health","2025-03-24","$1,678,258.00","$1,399,863.84","1399863.84","$278,394.16","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000529","19NU50CK000529EDEXC5","State Of Georgia Department Of Public Health","2025-03-24","$611,121,699.00","$320,529,124.47","320529124.47","$290,592,574.53","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000529","19NU50CK000529JKOWC3","State Of Georgia Department Of Public Health","2025-03-24","$355,876.00","$253,756.67","253756.67","$102,119.33","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000531","19NU50CK000531C4","Gu Department Of Public Health & Social Service","2025-03-24","$5,611,957.00","$5,297,588.08","5297588.08","$314,368.92","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000531","19NU50CK000531EDEXC5","Gu Department Of Public Health & Social Service","2025-03-24","$9,698,588.00","$6,833,039.77","6833039.77","$2,865,548.23","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000532","19NU50CK000532C3","La St Dept Of Hlth & Hospitals, Office Of Public H...","2025-03-24","$8,772,294.00","$8,076,041.42","8076041.42","$696,252.58","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000532","19NU50CK000532C4","La St Dept Of Hlth & Hospitals, Office Of Public H...","2025-03-24","$190,781,430.00","$189,784,705.36","189784705.36","$996,724.64","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000532","19NU50CK000532CV","La St Dept Of Hlth & Hospitals, Office Of Public H...","2025-03-24","$1,419,308.00","$1,060,185.26","1060185.26","$359,122.74","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000532","19NU50CK000532EDEXC5","La St Dept Of Hlth & Hospitals, Office Of Public H...","2025-03-24","$267,577,065.00","$229,157,981.59","229157981.59","$38,419,083.41","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000533","19NU50CK000533C4","Republic Of Palau, Bureau Of Health Sevices","2025-03-24","$3,556,285.00","$2,735,745.27","2735745.27","$820,539.73","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000533","19NU50CK000533EDEXC5","Republic Of Palau, Bureau Of Health Sevices","2025-03-24","$1,249,017.00","$495,257.99","495257.99","$753,759.01","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000535","19NU50CK000535C3","Ok St Department Of Health","2025-03-24","$7,693,590.00","$5,522,287.82","5522287.82","$2,171,302.18","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000535","19NU50CK000535C4","Ok St Department Of Health","2025-03-24","$87,763,575.00","$56,146,057.79","56146057.79","$31,617,517.21","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000535","19NU50CK000535CV","Ok St Department Of Health","2025-03-24","$1,026,560.00","$33,826.55","33826.55","$992,733.45","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000535","19NU50CK000535EDEXC5","Ok St Department Of Health","2025-03-24","$227,756,852.00","$46,860,789.30","46860789.3","$180,896,062.70","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000536","19NU50CK000536C4","Utah Department Of Health And Human Services","2025-03-24","$87,419,266.00","$85,590,665.85","85590665.85","$1,828,600.15","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000536","19NU50CK000536EDEXC5","Utah Department Of Health And Human Services","2025-03-24","$184,529,758.00","$98,202,314.85","98202314.85","$86,327,443.15","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000536","19NU50CK000536JKOWC3","Utah Department Of Health And Human Services","2025-03-24","$540,416.00","$437,476.20","437476.2","$102,939.80","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000537","19NU50CK000537C4","As Department Of Health","2025-03-24","$3,909,524.00","$3,593,831.77","3593831.77","$315,692.23","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000537","19NU50CK000537EDEXC5","As Department Of Health","2025-03-24","$2,843,384.00","$2,244,549.33","2244549.33","$598,834.67","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000538","19NU50CK000538C3","Arkansas Department Of Health","2025-03-24","$7,194,830.00","$6,369,988.24","6369988.24","$824,841.76","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000538","19NU50CK000538C4","Arkansas Department Of Health","2025-03-24","$78,177,470.00","$51,325,219.52","51325219.52","$26,852,250.48","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000538","19NU50CK000538CV","Arkansas Department Of Health","2025-03-24","$1,120,813.00","$914,833.98","914833.98","$205,979.02","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000538","19NU50CK000538EDEXC5","Arkansas Department Of Health","2025-03-24","$173,699,918.00","$99,631,899.71","99631899.71","$74,068,018.29","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000540","19NU50CK000540C4","Wy St Department Of Health","2025-03-24","$50,390,551.00","$47,044,729.45","47044729.45","$3,345,821.55","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000540","19NU50CK000540EDEXC5","Wy St Department Of Health","2025-03-24","$33,312,432.00","$27,588,376.92","27588376.92","$5,724,055.08","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000542","19NU50CK000542C3","South Carolina Department Of Public Health","2025-03-24","$10,317,925.00","$5,910,062.26","5910062.26","$4,407,862.74","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000542","19NU50CK000542C4","South Carolina Department Of Public Health","2025-03-24","$118,690,218.00","$107,913,936.89","107913936.89","$10,776,281.11","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000542","19NU50CK000542CV","South Carolina Department Of Public Health","2025-03-24","$1,144,102.00","$805,693.70","805693.7","$338,408.30","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000542","19NU50CK000542EDEXC5","South Carolina Department Of Public Health","2025-03-24","$296,351,652.00","$244,769,219.94","244769219.94","$51,582,432.06","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
"2025-04-24","CDC","NU50CK000542","19NU50CK000542JKOWC3","South Carolina Department Of Public Health","2025-03-24","$231,076.00","$40,954.42","40954.42","$190,121.58","2019 Epidemiology And Laboratory Capacity For Prevention And Control Of Emerging Infectious Diseases...","N/A - Departmental Authority","-","","","","","",""
